geneSymbol	HGNCID
hsa-mir-6889	HGNC:50014
DIE2	HGNC:23162
PIDX	HGNC:6106
MIRN103-2	HGNC:31491
hsa-mir-135-2	HGNC:31521
adoplin-2	HGNC:16037
MGC17164	HGNC:10632
FAM173A	HGNC:14152
FLJ23406	HGNC:14050
hsa-mir-8075	HGNC:50172
FLJ23109	HGNC:21225
ZKSCAN24	HGNC:13145
CD201	HGNC:9452
TNDM2	HGNC:59
FLJ10330	HGNC:25512
MGC33367	HGNC:28479
G0S19-2	HGNC:10628
DMC1	HGNC:15736
CKIa	HGNC:2451
LEP2	HGNC:16611
LYT-10	HGNC:7795
FAM74A5	HGNC:32029
MGC29635	HGNC:19909
DMAHP	HGNC:10891
CXorf25	HGNC:27864
HIST1H4L	HGNC:4791
IGHV3-d	HGNC:5629
SynCAM3	HGNC:17601
HsT41028	HGNC:27101
Kv1.1	HGNC:6218
HSPC	HGNC:9536
TRNAE20	HGNC:34901
DKFZP762K2015	HGNC:18398
MGC119818	HGNC:6086
ZNF64	HGNC:12955
PTAR2	HGNC:3782
MDS	HGNC:8574
GAPDHL6	HGNC:4155
KIAA0128	HGNC:15848
bK268H5.C22.4	HGNC:1313
C20orf113	HGNC:16106
FLJ22494	HGNC:26194
BAF	HGNC:17397
LGMD2H	HGNC:16380
OLFRA06	HGNC:8286
GAGE7B	HGNC:4105
pp-GalNAc-T15	HGNC:21531
DIETER	HGNC:6106
PP2030	HGNC:30621
MGC8902	HGNC:28791
EXDL2	HGNC:20217
GNAQP	HGNC:4391
ATG8E	HGNC:6838
GDT1	HGNC:30760
GUC1A2	HGNC:4684
CD161	HGNC:6373
FLJ11811	HGNC:20165
DUXY1	HGNC:37719
LP2	HGNC:10377
MIRN298	HGNC:33634
KIAA0101	HGNC:28961
LYZL5B	HGNC:19142
C21orf56	HGNC:1298
GOT2L3	HGNC:4436
RNU6B	HGNC:10228
UPAR	HGNC:9053
C2orf91	HGNC:42966
H2A.B.2	HGNC:22516
RN5S407	HGNC:43307
H10BH	HGNC:21381
TCRBV12S2A1T	HGNC:12177
CTH	HGNC:17149
TMEM90B	HGNC:15885
MGC23920	HGNC:18072
KIM1	HGNC:17866
hsa-mir-4659a	HGNC:41857
FLJ90694	HGNC:14324
C7orf10	HGNC:16001
hsa-mir-5571	HGNC:43513
CPXM	HGNC:15771
MT5-MMP	HGNC:7172
FLJ11235	HGNC:25643
hsa-let-7c	HGNC:31480
TAFA-5	HGNC:21592
Nopp34	HGNC:17838
C10orf129	HGNC:31665
CSB-III	HGNC:7426
VAULTRC4	HGNC:23027
ATPSK1	HGNC:8603
FLJ39294	HGNC:23427
tRNA-Trp-CCA-3-2	HGNC:34607
Csl4p	HGNC:17286
MGC33993	HGNC:28522
MAG-2	HGNC:28450
ELK2.2	HGNC:3324
IMPA	HGNC:6050
ZNF904	HGNC:8826
VDAC2P	HGNC:12673
UCN-II	HGNC:18414
TLT2	HGNC:21092
MCMDC1	HGNC:21484
KIAA1529	HGNC:29303
FLJ20429	HGNC:18260
SUV420H1	HGNC:24283
UASR1	HGNC:45096
C14orf127	HGNC:20278
SMIT	HGNC:11038
NCRNA00049	HGNC:20608
UNQ830	HGNC:33763
TMG3	HGNC:30798
VIN	HGNC:49595
RNU6-22	HGNC:34266
RNU1-127	HGNC:48322
bA219P18.1	HGNC:25535
FAM55A	HGNC:28527
H4/l	HGNC:4792
OR912-46	HGNC:15126
DIPAS	HGNC:35152
KPC1	HGNC:21148
LPA2	HGNC:3168
hIRK1	HGNC:6258
DFNB93	HGNC:1385
DSU	HGNC:25478
CALS-7	HGNC:13390
VARS	HGNC:12651
C20orf190	HGNC:16183
TRNAD14	HGNC:34858
NNO2	HGNC:18121
derlin-3	HGNC:14236
BM-006	HGNC:24156
Gem	HGNC:17493
NUP96	HGNC:8068
PCDH-psi2	HGNC:14548
FLJ10545	HGNC:21347
ATPDase	HGNC:3363
RNF54	HGNC:15864
SARCOSIN	HGNC:16905
MGC126664	HGNC:14616
B55delta	HGNC:23732
PSGR	HGNC:15195
BAF60B	HGNC:11107
FMR4	HGNC:39081
VPS4-1	HGNC:13488
GARNL1	HGNC:17770
BRIGHT	HGNC:3031
CTGLF6	HGNC:23463
HPX42	HGNC:13638
SUV420H2	HGNC:28405
TCRDV1	HGNC:12252
hsa-mir-613	HGNC:32869
tRNA-Glu-TTC-4-2	HGNC:34976
bA56M3.1	HGNC:28523
RN5S356	HGNC:43256
RAD3OB	HGNC:9182
hsa-mir-3180-5	HGNC:38969
MGC10198	HGNC:23750
ST3GalV	HGNC:10872
MSP58	HGNC:6960
C6orf105	HGNC:21214
FLJ13984	HGNC:25856
ZNFN2A1	HGNC:13180
CRTL1	HGNC:2380
NLC1-A	HGNC:33165
TAB182	HGNC:19081
p170	HGNC:23336
MGC126774	HGNC:15620
TRNAN35	HGNC:35092
GS3955	HGNC:30809
KIBRA	HGNC:29435
KIAA1972	HGNC:29420
FLJ22347	HGNC:26184
DHPRP2	HGNC:3014
IGHV(II)-33-1	HGNC:5678
FLJ22973	HGNC:14283
ln	HGNC:29643
SCAND4	HGNC:19398
MGC35304	HGNC:21484
hsa-mir-892b	HGNC:33649
TNRC14	HGNC:7673
FLJ22374	HGNC:21916
UNQ698	HGNC:24950
POR1	HGNC:17160
KIAA0638	HGNC:23697
RAD54	HGNC:886
GOLGA6	HGNC:13567
LINC00096	HGNC:17026
EIF4G	HGNC:3296
GASP3	HGNC:29353
B56beta	HGNC:9310
ATRAP	HGNC:13539
PVRL3	HGNC:17664
SAPK-3	HGNC:6874
LZK	HGNC:6852
FLJ20207	HGNC:25974
MRDI	HGNC:28469
U1-C	HGNC:11157
BCL11A-S	HGNC:13221
hfl-B5	HGNC:24460
CCR4L	HGNC:14254
ASD	HGNC:717
HAKRA	HGNC:387
hsa-mir-380	HGNC:31873
bA37E23.1	HGNC:20367
SCYB11	HGNC:10638
BL44	HGNC:6864
FPSL3	HGNC:3634
RGS19IP1	HGNC:1226
MIRN222	HGNC:31602
MST107	HGNC:28826
HIST1H1T	HGNC:4720
PCAT10	HGNC:48337
CYP2GP1	HGNC:2633
RP11-523H24.3	HGNC:52951
MDA-9	HGNC:10662
FLJ33273	HGNC:31136
Sgt2	HGNC:23567
C6orf188	HGNC:21568
Yspl1	HGNC:20601
FcalphaRI	HGNC:3608
GPATC6	HGNC:15948
FLJ21616	HGNC:26137
MGC33309	HGNC:28487
FLJ25444	HGNC:26356
INO80R	HGNC:19678
TPRGL	HGNC:27007
IFN	HGNC:5417
IL33R	HGNC:5998
HSU37139	HGNC:6157
SDR26C2	HGNC:30419
SRG	HGNC:26002
NBND3	HGNC:11028
NRBF1	HGNC:19691
RN5S40	HGNC:42816
K2	HGNC:13686
OATPX	HGNC:23612
MPD2	HGNC:6912
ECP51	HGNC:10475
ZNRP	HGNC:9905
CT6.2b	HGNC:2492
MDS015	HGNC:13390
TSG-14	HGNC:9692
MIRN135A2	HGNC:31521
FLJ10830	HGNC:24437
ADAMTSR1	HGNC:14632
PCDH13	HGNC:14257
OR7E74P	HGNC:15126
SIZN	HGNC:27273
FLJ37295	HGNC:20692
FAM197Y2P	HGNC:18848
DJ462O23.2	HGNC:25233
CSX2	HGNC:32940
MCH3	HGNC:1508
bA3L8.2	HGNC:31452
hsa-mir-3151	HGNC:38266
LYDG10	HGNC:24991
C9orf67	HGNC:28174
FLJ34243	HGNC:23328
DOPEY1	HGNC:21194
FBX22	HGNC:13593
TCTEX1D3	HGNC:11695
FLJ20476	HGNC:18191
BNAS2	HGNC:19174
pancEts-1	HGNC:53932
CT65	HGNC:12424
GTRAP48	HGNC:14580
TFIZ1	HGNC:24588
MGC45350	HGNC:4037
YWHAD	HGNC:12855
hsa-mir-761	HGNC:37305
NOEY2	HGNC:687
DKFZp586D0624	HGNC:18640
CGD	HGNC:2578
FLJ12770	HGNC:25756
CTD-2354A18.1	HGNC:53792
TRNAW2	HGNC:34607
BLAP18	HGNC:28349
MGC4707	HGNC:28720
MMP-28	HGNC:14366
C2orf27AP1	HGNC:38413
ISG-54K	HGNC:5409
PSMB5i	HGNC:9545
KCNF2	HGNC:6249
RN5S89	HGNC:42887
CDC14B2	HGNC:22427
NET8	HGNC:28985
KAP20.3	HGNC:34001
FLJ36268	HGNC:31426
MGC133107	HGNC:16646
C14orf71	HGNC:20118
IGHV(II)-26-2	HGNC:5674
T49	HGNC:3696
TCONS_00014875	HGNC:49404
PSK1-BETA	HGNC:16835
C1orf123	HGNC:26059
TCONS_00024480	HGNC:49682
OR11-2	HGNC:8382
HSD17B5	HGNC:386
OR17-228	HGNC:8283
NET23	HGNC:27962
TINUR	HGNC:7981
SMST	HGNC:11329
NY-CO-37	HGNC:12597
IGF2R-AS1	HGNC:34515
hsa-mir-548ap	HGNC:43465
MGC48585	HGNC:25828
LncRNA-Hh	HGNC:52261
PRAJA1	HGNC:16648
hsa-mir-3169	HGNC:38380
NET-2	HGNC:21641
PNT5	HGNC:8022
DPE2	HGNC:9178
LIS2P	HGNC:8578
CL100	HGNC:3064
HSPX153	HGNC:24975
AQP-4	HGNC:637
BGas	HGNC:40144
XAP135P	HGNC:23210
NOD17	HGNC:22945
FLJ23445	HGNC:29874
VACHT	HGNC:10936
C11orf13	HGNC:1166
C18orf64	HGNC:44660
lnc-MCEI	HGNC:36423
tRNA-Asn-GTT-23-1	HGNC:35064
FACL3	HGNC:3570
GLUDP7	HGNC:4337
TRNAG22	HGNC:34794
Mart5	HGNC:29430
LINC01251	HGNC:49911
B99	HGNC:13698
CNF	HGNC:7908
PTP9Q22	HGNC:30184
FREAC3	HGNC:3800
D11S287E	HGNC:1582
FLJ14154	HGNC:25875
b-TG1	HGNC:9240
hsa-mir-4472-1	HGNC:41644
EMCN-IT3	HGNC:41418
TUBA2	HGNC:12408
JTK9	HGNC:4840
SCH	HGNC:7773
TBG	HGNC:11583
UBOX7	HGNC:9261
alpha-1-antitrypsin	HGNC:8941
Zfp78	HGNC:23226
VSOP	HGNC:28240
IL-1B	HGNC:5992
nmt-tRNA-Gln-TTG-1-1	HGNC:35048
HIST1H4I	HGNC:4793
ADRP	HGNC:248
hsa-mir-188	HGNC:31559
hsa-mir-8089	HGNC:50196
DKFZp434F054	HGNC:20852
CD185	HGNC:1060
FLJ90837	HGNC:19336
CCNC1	HGNC:2150
KIAA1937	HGNC:29408
MLC1F	HGNC:7582
GSG1	HGNC:29169
KIAA1813	HGNC:29381
TRNAE3	HGNC:34557
IFI616	HGNC:4054
C1orf92	HGNC:26556
GPR43	HGNC:4501
U4/5	HGNC:10197
FLJ12847	HGNC:6954
FAM108A7P	HGNC:34044
G22P1	HGNC:4055
MGSA-b	HGNC:4603
bA342C24.3	HGNC:4337
DIO-1	HGNC:2680
MYO1GUT	HGNC:27797
HHH	HGNC:10985
HSPBL2	HGNC:5251
REH3P21	HGNC:9882
LGMD1F	HGNC:17103
LARK	HGNC:9901
IPCA-1	HGNC:17885
NG20	HGNC:13916
FLJ11026	HGNC:24968
HuncM-IC	HGNC:7599
KIAA0477	HGNC:15580
tRNA-Val-CAC-5-1	HGNC:34791
C15orf22	HGNC:28889
hsa-mir-338	HGNC:31775
TIL3	HGNC:11851
TPPP/p25	HGNC:24164
HDACL1	HGNC:13315
NELF	HGNC:29843
REDD1	HGNC:24944
RPS4P6	HGNC:36057
TRGC2(3X)	HGNC:12276
hsa-mir-6720	HGNC:50032
tRNA-Arg-ACG-2-1	HGNC:34664
Mast	HGNC:1367
Mel1c	HGNC:4506
CRHSP-24	HGNC:17150
FAM212B-AS1	HGNC:49446
DIF3	HGNC:19357
AK096159	HGNC:18965
SPG23	HGNC:29043
KIAA1185	HGNC:29207
NEDD7	HGNC:5229
EEF1AL4	HGNC:3201
OR7D3	HGNC:8377
MDAC1	HGNC:29632
NGRH2	HGNC:21329
C6orf99	HGNC:21179
MARCH6	HGNC:30550
DKFZp686L0365	HGNC:712
bHLHc8	HGNC:24669
KRTAP18-4	HGNC:20521
ERRP	HGNC:3236
tRNA-Val-CAC-13-1	HGNC:35075
HVH1	HGNC:3064
DDX11L1	HGNC:14125
FLJ37673	HGNC:26749
SRP40	HGNC:10787
FLJ14054	HGNC:7945
NAALAdase	HGNC:3788
FLJ33049	HGNC:17371
FLJ16165	HGNC:33781
hCAP-G	HGNC:24304
REL-B	HGNC:9956
CR-6	HGNC:11706
MGC35179	HGNC:28565
H7AP1	HGNC:15982
SAKAP84	HGNC:367
EEF1AL5	HGNC:3202
ALS2CR8	HGNC:14435
OR19-4	HGNC:8378
MIR3690-1	HGNC:38967
KIAA1483	HGNC:20868
ETB	HGNC:3180
DKFZp586K0717	HGNC:19124
KIAA0050	HGNC:16467
dJ330M21.3	HGNC:21218
MGC126569	HGNC:9247
KIAA0946	HGNC:18412
CFAP134	HGNC:25384
SIT1	HGNC:30927
slv	HGNC:30657
BMS1L	HGNC:23505
FLJ35834	HGNC:21995
ATA3	HGNC:14679
IL-1Rrp	HGNC:5988
RFX-B	HGNC:9987
JADE-1	HGNC:30027
GLCNAC-TI	HGNC:7044
SB138	HGNC:20570
IL-27	HGNC:16948
RP5-821D11.7	HGNC:56034
ZNF661	HGNC:12991
HOXA-AS6	HGNC:37461
FLJ25012	HGNC:17814
FLJ14957	HGNC:25931
HBI-115	HGNC:32640
SGII	HGNC:10743
FKHL6	HGNC:3810
MARCH11	HGNC:33609
MIRN649	HGNC:32905
MGC117314	HGNC:19316
SFRS13A	HGNC:16713
Leu-8	HGNC:10720
RET1	HGNC:1975
PRPF16	HGNC:17211
U26	HGNC:10148
FLJ20538	HGNC:13450
EEF1A3	HGNC:3193
LPLAT9	HGNC:26032
SLY	HGNC:15975
GUCA	HGNC:4678
KIAA1004	HGNC:13606
RNF131	HGNC:17481
AP000688.8	HGNC:50754
MACROD3	HGNC:18010
B7RP-1	HGNC:17087
ALADH	HGNC:395
CK-8	HGNC:6446
G6D	HGNC:13935
IFI-54	HGNC:5409
ZNF990	HGNC:30690
HAC1	HGNC:10064
PLXN2	HGNC:9100
Scythe	HGNC:13919
HMRP-2B	HGNC:10613
CABP3	HGNC:13714
GAT2	HGNC:11046
NET54	HGNC:20122
ZNF32OS2	HGNC:23593
USP12L1	HGNC:20485
HDH-VIII	HGNC:30292
FIL1(DELTA)	HGNC:15561
tRNA-Met-CAT-6-1	HGNC:34789
MKLP2	HGNC:9787
DEFB109P1B	HGNC:33469
FLJ14220	HGNC:15885
HERV-HX	HGNC:39054
OSER1-AS1	HGNC:48585
GPA	HGNC:4702
KIAA0971	HGNC:29160
KIAA0144	HGNC:29877
GPR134	HGNC:16291
FAM2A	HGNC:10755
hsa-mir-6816	HGNC:50256
Hcml1	HGNC:18069
KIAA0402	HGNC:16068
KAP2.2	HGNC:18905
PDZ-RGS3	HGNC:9999
KIAA1863	HGNC:24674
VCX-B1	HGNC:12667
ZK418.4	HGNC:33234
KIAA0569	HGNC:14881
MRPL7/L12	HGNC:10378
IT10C3	HGNC:16894
POLDS	HGNC:14106
hsa-mir-92-2	HGNC:31644
FXR	HGNC:7967
KIAA1514	HGNC:19308
PALD	HGNC:23530
THEM2	HGNC:20999
hsa-mir-374b	HGNC:33665
KIAA0842	HGNC:29131
K-SAM	HGNC:3689
TNFSF1	HGNC:6709
FOX-2	HGNC:9906
hsa-mir-550-1	HGNC:32804
ZNF380	HGNC:18475
PIR51	HGNC:16956
MGCR	HGNC:7180
PAX-8	HGNC:8622
DRTF1	HGNC:11749
FLJ23544	HGNC:10298
hsa-mir-216	HGNC:31593
ACA65	HGNC:32665
SLRR4B	HGNC:25165
GG2-1	HGNC:17260
TES101RP	HGNC:30722
FLJ10490	HGNC:25534
LU	HGNC:6722
GLAST	HGNC:10941
C1orf215	HGNC:6510
CD3H	HGNC:1677
hsa-mir-12133	HGNC:54041
GPRC2B	HGNC:30344
hsa-mir-1302-8	HGNC:35300
mthsp75	HGNC:5244
EBBP	HGNC:17241
PDZ-73	HGNC:12597
RNU32	HGNC:10159
OTTHUMG00000067149	HGNC:32031
ZNF833	HGNC:33819
FLJ20300	HGNC:25993
FLJ10489	HGNC:25533
DKFZp434M1317	HGNC:18022
PLIF	HGNC:3976
MGLUR7	HGNC:4599
HSD14	HGNC:9438
IT15	HGNC:4851
CD32C	HGNC:15626
TRNAN18	HGNC:34746
TPRT	HGNC:17759
C6orf175	HGNC:21157
RNF88	HGNC:16276
BMIQ4	HGNC:12518
IRSp53	HGNC:947
IL1RAPL-2	HGNC:5997
Genesis	HGNC:3804
BING4	HGNC:13923
ZNF286C	HGNC:33241
C6orf158	HGNC:21387
MPR300	HGNC:5467
TCRBV11S3	HGNC:12182
FLJ40442	HGNC:28533
HZFw1	HGNC:18064
LMWPTP	HGNC:122
BN-1	HGNC:1607
ZL1	HGNC:50388
dJ238O23.1	HGNC:21092
ZNF923	HGNC:29045
TDRD16A	HGNC:11117
MGC88159	HGNC:584
XH2	HGNC:886
IPOA3	HGNC:6397
KIAA0173	HGNC:28976
IKK2	HGNC:5960
FAM46C	HGNC:24712
IP-10	HGNC:10637
H-B	HGNC:4632
iPLA2delta	HGNC:16268
LTAP	HGNC:15511
SAF-A	HGNC:5048
RAB-14	HGNC:16524
IMUP-2	HGNC:16668
FAM46A	HGNC:18345
FAM155B	HGNC:30701
KIAA0899	HGNC:562
KIR2DL6	HGNC:16344
GLT28D1	HGNC:30881
tRNA-Lys-TTT-11-1	HGNC:34665
RSE	HGNC:12446
PIG17	HGNC:28032
C20orf147	HGNC:16140
EIF2Bgamma	HGNC:3259
MGC50452	HGNC:19262
TRNAT18	HGNC:34942
HLC14-06-P	HGNC:6176
DCTN-22	HGNC:2713
OTTHUMG00000001887	HGNC:32037
KIP	HGNC:16920
LINC-HEIH	HGNC:45049
SNAT7	HGNC:25582
COX10AS	HGNC:38873
P2Y9	HGNC:4478
RN5S259	HGNC:43159
SNAT5	HGNC:18070
SPG12	HGNC:10468
YDR286C	HGNC:40051
PKC12	HGNC:3711
C16orf19	HGNC:26960
MGAT2	HGNC:23248
JTK10	HGNC:6192
HCC-8	HGNC:25730
TCRBV13S7P	HGNC:12233
GKP6	HGNC:4295
FARR	HGNC:3951
PDZK1IP1-AS1	HGNC:43716
RP11-344H11.3	HGNC:26624
hsa-mir-4741	HGNC:41661
NCRNA00328B	HGNC:42027
GPI3	HGNC:8957
MB67	HGNC:7969
DKFZP434N1235	HGNC:25319
SMARCG2	HGNC:9964
PINK1AS	HGNC:38872
LncRNA-LOC101928316	HGNC:54399
KIAA1899	HGNC:18600
CD258	HGNC:11930
TCF14	HGNC:5024
KIAA0844	HGNC:18194
U1SNRNPBP	HGNC:30852
PLA2P	HGNC:9043
MRP-L22	HGNC:14491
BBG-TCC	HGNC:16073
NRLN1	HGNC:29861
KIAA1080	HGNC:16064
HSSG1	HGNC:10789
RNU6-55	HGNC:42545
MIRN200C	HGNC:31580
Ku86	HGNC:12833
dJ622L5.7	HGNC:28837
tRNA-Ala-AGC-13-3	HGNC:54208
bA301J7.2	HGNC:23463
CST8L	HGNC:15959
FLJ25778	HGNC:21931
KAF	HGNC:5394
FLJ10374	HGNC:25518
CAB-	HGNC:7899
hs6M1-5	HGNC:8262
KIAA0189	HGNC:19161
HSP60P1	HGNC:5264
FAM77A	HGNC:16191
C7orf16	HGNC:16973
SRG1	HGNC:18381
ACA34	HGNC:32624
NUP358	HGNC:9848
HFE1	HGNC:4886
PSDC	HGNC:8999
C22orf24	HGNC:23051
NCRNA00242	HGNC:21249
RNVU1-5	HGNC:48312
TRNAE42P	HGNC:35105
CLECSF6	HGNC:13257
hsa-mir-3689f	HGNC:41702
SLC21A2	HGNC:10955
LMR3	HGNC:19295
SCARNA16HG	HGNC:33099
HEM45	HGNC:6130
NIACR1	HGNC:24827
EGFL10	HGNC:21555
NF-ATC	HGNC:7775
NCC-2	HGNC:10612
CLSS	HGNC:6696
PKDL	HGNC:9011
SLC63A3	HGNC:28433
NCRNA00004	HGNC:1022
KIAA1776	HGNC:18794
PO4DB	HGNC:8548
RN5S226	HGNC:43126
ANKRD21	HGNC:23822
RDGB	HGNC:9003
LIPB	HGNC:18396
FLJ32779	HGNC:26535
hsa-mir-1276	HGNC:35347
DFNA4	HGNC:23212
PGPR-p117	HGNC:30301
PRKAA	HGNC:9377
FKBP1P4	HGNC:3717
iPLA2beta	HGNC:9039
tRNA-Arg-TCT-4-1	HGNC:34728
HGK	HGNC:6866
MIRN664	HGNC:35370
OR18-17	HGNC:8335
MYHSA1	HGNC:7567
NMO-1	HGNC:14007
CK23	HGNC:6438
FLJ13456	HGNC:25820
FTH2	HGNC:3986
hsa-mir-6509	HGNC:50207
OPLA	HGNC:8149
TRX2	HGNC:15840
GAJ	HGNC:24839
bA218C14.1	HGNC:16233
FAM108A3	HGNC:28394
TRABID	HGNC:18224
bA466B20.1	HGNC:23299
CMP	HGNC:6907
ARFL3	HGNC:694
C1orf157	HGNC:26865
Tspan-5	HGNC:17753
CTGLF10P	HGNC:23659
MiRP3	HGNC:6244
KIAA0674	HGNC:23397
DKFZP564O0823	HGNC:24536
KIAA1491	HGNC:14185
PEBP2aA1	HGNC:10472
gp130RB13-6	HGNC:3358
UPS	HGNC:4982
EMR1	HGNC:3336
MGC44903	HGNC:24889
HMGB1L8	HGNC:13319
OR15-80	HGNC:8312
Zfp690	HGNC:26673
AC002310.12	HGNC:55668
LINC00183	HGNC:37191
c11_A	HGNC:39039
FLJ38216	HGNC:27453
ARL8	HGNC:23052
tRNA-Leu-CAA-2-1	HGNC:34867
ARIP3	HGNC:17311
MIRN513B	HGNC:33935
KAP9.6	HGNC:18914
RAR-gamma	HGNC:9866
ACA27	HGNC:32617
dJ274L14.2	HGNC:31096
MGC133129	HGNC:8526
HK2P	HGNC:4924
hsa-mir-548z	HGNC:38929
tRNA-Arg-TCG-5-1	HGNC:34593
STB1	HGNC:15511
NOPP130	HGNC:15608
OR11-10	HGNC:8343
MIRN498	HGNC:32092
PTD016	HGNC:30206
OR13C7P	HGNC:15102
BCL2L4	HGNC:959
GRH	HGNC:4419
HBII-52-5	HGNC:33024
OFD1PY19	HGNC:23875
KCNJ7	HGNC:6267
MGC40195	HGNC:28624
FMNL	HGNC:1212
MTP18	HGNC:26945
FLJ20503	HGNC:30813
USH2C	HGNC:17416
MGC35352	HGNC:18287
Ly57	HGNC:14211
DDR1-AS1	HGNC:28694
NHE-RF	HGNC:11075
TIRP	HGNC:21354
FLJ31890	HGNC:13043
MGC13170	HGNC:29667
GLE1L	HGNC:4315
KIAA0789	HGNC:29117
C14orf169	HGNC:20968
KRTAP28-9	HGNC:34219
V1RL5	HGNC:19870
hYAK3-2	HGNC:3094
MGC26130	HGNC:17894
MLSTD1	HGNC:25531
TCONS_l2_00029888	HGNC:50660
CYP2D7AP	HGNC:2625
FLJ45906	HGNC:7750
IGHV3/OR16-12	HGNC:5636
MIRN769	HGNC:33138
FLJ20073	HGNC:1348
TRT1	HGNC:12350
LOK	HGNC:11388
MMA-1b	HGNC:16707
5-HT5A	HGNC:5300
TRAPD	HGNC:11326
LINC00266-1	HGNC:51706
KIAA0849	HGNC:2584
dJ408B20.2	HGNC:8241
ZCW3	HGNC:23573
FKBP12C	HGNC:3711
AIP70	HGNC:17368
SLMO1	HGNC:24639
IFN-alphaO	HGNC:5421
KIAA0584	HGNC:16790
RPB8	HGNC:9195
TIRC7	HGNC:11647
hsa-mir-196a-1	HGNC:31567
KIAA1788	HGNC:450
FLJ36760	HGNC:20193
FNRBL	HGNC:3781
RNU6-1295P	HGNC:47281
tRNA-Leu-AAG-1-3	HGNC:34561
MPHOSPH11	HGNC:13192
dJ468K18.4	HGNC:21173
MGC26259	HGNC:20606
PDEA	HGNC:8785
EPI	HGNC:11760
MGC17791	HGNC:28279
H3/h	HGNC:4772
ERIC	HGNC:49404
RNU6-27	HGNC:34271
TLK1P	HGNC:28608
FLJ12549	HGNC:8734
HLA-DRB1L	HGNC:4957
FMP30	HGNC:21683
YWHAS	HGNC:10773
RNU108	HGNC:10107
FAM60CP	HGNC:31737
SEPT7B	HGNC:32339
ERGIC32	HGNC:29205
DNAS1L2	HGNC:2958
MIRN23B	HGNC:31606
FLJ00387	HGNC:38872
FLJ13465	HGNC:19888
RPML27	HGNC:14492
DXP1	HGNC:5499
ACTGP10	HGNC:155
PTB4	HGNC:9583
OR11-20	HGNC:8415
MIR3130-4	HGNC:38363
WISP-3	HGNC:12771
hsa-mir-3929	HGNC:38945
TRNAI1	HGNC:12300
ED1-A1	HGNC:3157
LOC144983	HGNC:27067
ANKRD59	HGNC:13920
DYT9	HGNC:11005
FLJ30140	HGNC:24121
hAPN	HGNC:500
MKK6	HGNC:6846
ASKL1	HGNC:17883
IGKV1/OR-2	HGNC:5761
C21orf45	HGNC:1286
TNFRSF6	HGNC:11920
POTE14alpha	HGNC:33896
EDN	HGNC:10045
C14orf3	HGNC:1189
LSM16	HGNC:26114
FGF7L	HGNC:17193
KCNJN1	HGNC:6258
OX40	HGNC:11918
KIAA1767	HGNC:19217
HEI10	HGNC:19437
PSBP1	HGNC:7050
HSNIK	HGNC:6853
H3FK	HGNC:4775
FLJ14547	HGNC:23506
KB20	HGNC:27056
RN5S109	HGNC:42907
THSD6	HGNC:27912
CDA-II	HGNC:10702
UbcH-ben	HGNC:12492
IGHV(II)-22-1	HGNC:5673
TMEM1	HGNC:11868
NPFF2	HGNC:4525
GT650	HGNC:19164
HBII-180A	HGNC:32747
MGC14136	HGNC:23128
VILIP-3	HGNC:5145
DKFZP566C134	HGNC:21751
NES1	HGNC:6358
FLJ13117	HGNC:18650
ZNF452	HGNC:13851
Siglec-L1	HGNC:15482
bA690P14.1	HGNC:23434
KOX25	HGNC:13089
C14orf126	HGNC:20277
D6S46	HGNC:11693
ADAM1P	HGNC:187
C19orf29OS	HGNC:31391
DKFZp434E1410	HGNC:25262
MRX50	HGNC:11494
RBM21	HGNC:26184
hsa-mir-4647	HGNC:41594
LAMR1P14	HGNC:6506
C1QDC2	HGNC:32308
hsa-mir-635	HGNC:32891
KCNMB2-IT1	HGNC:41353
MAPKSP1AP	HGNC:29796
FLJ20033	HGNC:18424
MGC34079	HGNC:20646
ACHRD	HGNC:1965
SFTPG	HGNC:18386
LEUPIN	HGNC:10570
ROR2	HGNC:10258
TMSL8	HGNC:30744
KE1.5	HGNC:9769
SynCAM2	HGNC:29849
CTA	HGNC:53469
CPR3	HGNC:14884
EIF2Balpha	HGNC:3257
Lnc-OC1	HGNC:53947
GLULL2	HGNC:4343
PRED14	HGNC:19690
SUFUH	HGNC:16466
DKFZp434I1930	HGNC:25294
FAIM1	HGNC:18703
hsa-mir-6875	HGNC:50015
MGC10744	HGNC:28128
Fbw4	HGNC:10847
bA432J24.4	HGNC:27275
QCR6	HGNC:12590
FHH	HGNC:1514
HNRPH'	HGNC:5042
SCA15	HGNC:6180
DUET	HGNC:4814
TWIST	HGNC:12428
CI-9k	HGNC:7687
gustducin	HGNC:22800
NPH2	HGNC:8076
KIAA0664P4	HGNC:38470
OR4A20P	HGNC:8289
hTAFII68	HGNC:11547
TCRBV6S4A1	HGNC:12243
SynCAM4	HGNC:30825
SNX28	HGNC:19404
HPK1	HGNC:6863
TCRAV34S1	HGNC:12133
STGD	HGNC:34
C8orf9	HGNC:14596
trnI	HGNC:7488
hsa-mir-4311	HGNC:38207
GLDCP	HGNC:4314
INT8	HGNC:26048
MGC29898	HGNC:28442
p621	HGNC:20092
KIAA0316	HGNC:29007
GIG18	HGNC:18713
OR4Q2P	HGNC:15359
RA-GEF-2	HGNC:20655
TRNAS3	HGNC:16294
CRS	HGNC:12428
FKSG32	HGNC:25461
C16orf85	HGNC:33799
FLJ13204	HGNC:23825
TRNAG34P	HGNC:35073
CMKBRL2	HGNC:1609
